ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
140,"lectures are useless, lecture slides are useless and emailing him is a joke because his solutions to solving issues involving important things (such as submitting tests) is hoping they work themselves out on their own. don't take his classes if you want to learn anything.","Apr 7th, 2021",1,1,ELEC310,fayez
141,posted like 4 lecture slides over entire term. other classes would cover that in 2 - 3 wks,"Aug 21st, 2020",4,1,ECE448,fayez
142,"3 Tests for the semester worth your entire grade. Prerecorded audio with poorly developed slides. Told to ""Read the Literature on IEEE and google scholar"" to be successful on tests, WHAT AM I PAYING HIM FOR? He was completely disconnected, would not respond to email questions, too busy with his new research grant. Would rate 0 if I could.","Aug 14th, 2020",4,1,ECE448,fayez
143,not a single live lecture through the entire semester. what am i paying for? i can learn this better by myself instead of with mediocre lecture slides and audio recordings.,"Aug 5th, 2020",1,1,ECE448,fayez
144,"I am disappointed with Gebalis performance as our professor. This course is the final project representing the culmination of everything learned at University and Gebali gave zero effort or help to the students. We were entirely left on our own, without structure or feedback. He then posts our projects on his site as though he had helped","Aug 3rd, 2020",3,1,ECE499,fayez
145,"I'm paying for an education, not a mediocre stand up comedy class","Aug 1st, 2020",1,1,ECE310,fayez
146,"He doesn't do anything for students. He's extremely lazy to a point where he only gave one lecture for the entire course. I honestly don't know what to write on the course survey cuz he doesn't teach. For anyone who wants to actually learn the course and succeed in the future, please avoid at all cost!!!","Jul 31st, 2020",1,1,ECE499,fayez
147,The content he covered could be completed in 3 weeks in a respectable lecturer's class. Extremely slow lectures and barely skimming the surface of the content. This is a class that makes me question choosing this university.,"Jul 31st, 2020",1,1,ECE310,fayez
148,Gebali is a extremely disappointing professor. Lazy and complete lack of effort.,"Jul 31st, 2020",1,1,ECE499,fayez
149,"ECE310 was a stupidly easy course; there's really no need to attend lecture as long as you know concepts from ECE260. The course was tested quite fairly with heavy tests (30% midterm, 50% final). If you choose to show up to lecture, Gebali is entertaining and a very kind prof.","Jun 5th, 2020",1,,ECE310,fayez
150,The class was slow and covered little advanced topics in digital signal processing. Everything covered in the class could be completed in 4 weeks. Gebali always brings up irrelevant stories that take away from lectures.,"Mar 16th, 2020",2,2,ECE310,fayez
151,"Fayez was funny. He regularly told stories in class that were entertaining and rarely made much sense or related back to the course content. He uses a lot of examples to teach the topics. The quizzes, midterm and final were fine if you knew what to do. The tutorial sessions he held beforehand pretty much covered what you had to know.","May 6th, 2019",3,,ECE310,fayez
152,"Good prof. I learn a little by attending his lectures. So taking courses with him would be self-learning courses. The good thing is the homework are pretty decent, the most important concepts are all included. I usually do the assignments multiple times (3?) before the midterm and final.","Apr 28th, 2018",2,,ECE310,fayez
153,"His lectures were pretty dry, except when he would tell random life stories. Midterm was incredibly easy, the quizzes were also easy, and the final was challenging, but many questions were ripped straight out of his assignments. As a final note, DON'T BUY THE TEXTBOOK! His assignments are good enough study material, don't spend the $180.","Apr 21st, 2018",3,,ELEC310,fayez
154,"Avoid this instructor if you can. He mostly reads off of terrible lecture slides and talks about how great he is. I learned very little from attending his class. There were errors/typos in almost all course materials: lecture slides, examples, assignments, solutions, formula sheets, exam questions, etc. Very frustrating.","Apr 19th, 2017",2,1,ELEC310,fayez
155,"Fayez was fairly funny during lectures but his tests were difficult compared to assigned work and examples covered in class. Once he actually told the class that students coming to his office hours is a pet peeve of his. However, during office hours his explanations were clear but he was a bit gruff.","Dec 23rd, 2016",4,2,ELEC365,fayez
156,You always count your fingers after shaking hands with Dr. Gebali. He's a reasonable guy who hates sucky kids (and rightfully so). He's very helpful in office hours. His assignments are really good and cover all you need to know. I liked how we didn't need to use calculators for the tests. He makes effective use of chalk to help us pay attention :),"Nov 27th, 2016",4,,ELEC365,fayez
157,He is helpfull,"Aug 8th, 2015",2,,COS126,fayez
158,"Best teacher in department, really assist/guide students how to solve problems","Aug 16th, 2014",1,,RESEARCHIEEE,fayez
159,"While Gordon is one of the most intelligent people you'll ever meet, he has no idea how to teach or he's just extremely lazy. He did exactly ZERO example problems by hand the entire course, and his slides and assignment problems were screenshots from the textbook which was terrible. While it wasn't very difficult to pass, it wasn't fun.","Mar 6th, 2024",3,2,ECE216,rgordon
160,"This guy is perhaps the smartest man you'll ever meet, but he CANNOT teach. He does not care about his students, and continuously brags about his research. The entire course was basically him reviewing PowerPoint slides for himself, then realizing they are wrong, then doing some math on the board, and we'd all end up being more confused. 1/10","Feb 14th, 2024",5,1,ECE216,rgordon
161,"Rudest professor I've ever had. Genuinely doesn't care about student's understanding, and put the least amount of effort into this course as possible. In lecture all he does is read word for word info from the textbook or talk about his research in terms that requires students to already fully understand the course material. Didn't learn a thing.","Dec 16th, 2023",3,1,ECE216,rgordon
162,"The only useful component of this course was the tutorials. In his lectures, he mostly spends time explaining theories in scientific terms that are either not clearly stated or assumes that you already know them. With the limited time devoted to the examples he covers, he only dedicates a tiny portion to explaining them.","Dec 15th, 2023",5,1,ECE216,rgordon
